population	sample_id	CD7	CD19	pMET	pPLCg2	CD4	IgD	CD20	CD34	CD25	STAT5	CD123	Akt	STAT1	CD45	CD27	p-p38	CD24	pStat3	CD11c	CD14	CD33	Ikba	pCREB	CD16	tMET	CD8a	CD45RA	CD3	pERK	CD38	HLA-DR	pS6	CD127
T.CD4 cells	E09_D1_UN	0.654580078	0.046783273	2.236943882	0.143512526	2.909112961	0.217818215	0.064267112	0.089769062	0.511391588	0.214493612	0.046501852	0.605104924	1.393573844	5.589504678	2.719431209	0.536448562	0.115407604	0.141099764	0.155882905	0.062408606	0.041882156	0.148408567	1.791748696	0.170451776	0.459344333	0.314187383	0.718787137	5.740151926	0.246100746	0.881285223	0.394398177	0.069591059	1.246475589
T.CD8 cells	E09_D1_UN	0.688657476	0.035297626	2.31949596	0.104471452	0.317892409	0.066070786	0.079997123	0.100544481	0.318456789	0.2173601	0.04021672	0.702621514	1.274526279	5.76101192	2.168014538	0.597149303	0.126574845	0.116378985	0.23940449	0.063407484	0.043817341	0.214966211	2.419795995	0.179433028	0.498334221	3.436724168	1.358079352	5.753101461	0.243138512	1.268285374	0.900231914	0.09855879	1.072775589
T.DN cells	E09_D1_UN	0.884581381	0.036593362	2.204507047	0.109136376	0.05206317	0.045745129	0.056145236	0.102684135	0.167505562	0.169728634	0.037110396	0.602893396	1.029142355	5.535146053	1.537633567	0.511723718	0.051050622	0.053820642	0.532289638	0.048431133	0.025071748	0.117815889	1.795439179	0.151172824	0.40416059	0.469583804	0.821223288	5.496254958	0.185581576	1.155537605	0.719201433	0.098770266	1.06292913
Unknown	E09_D1_UN	0.096586493	0.047898095	0.970449923	0.220628876	0.066113862	0.028412214	0.010785661	0.132209043	0.40345636	0.103490611	0.019596286	0.06180707	0.042680392	1.628095258	0.073798153	0.214663762	0.072039467	0.101575307	0.341839984	0.039909179	0.067237232	0.036186874	0.612670775	0.014688541	0.10062493	0.031839649	0.802613737	0.357392837	0.031222715	0.360395733	0.208098823	0.031762185	0.430062866
B cells	E09_D1_perv	0.133944748	3.404702872	2.403430344	0.839191047	0.084835313	3.315027673	4.881096898	0.983127347	0.241968368	0.348242077	0.324787037	0.85929343	0.480915954	5.697488566	0.245329548	1.209963423	1.430030912	0.297214985	0.472709736	0.114264438	0.083796552	0.100221326	2.282700786	0.041566273	0.381153217	0.050426079	4.289598774	0.229217278	0.355732807	3.767428356	5.154354687	2.251122341	0.253074455
Granulocytes	E09_D1_perv	0.075899788	0.053055278	0.755101498	0.092858905	0.025551395	0.058494803	0.095912037	0.117723636	0.068558362	0.142200938	0.027280054	0.431411847	0.051284599	4.978659702	0.140379341	0.391850466	3.472707561	1.217795122	3.08765254	0.178198062	1.251665572	0.039252628	0.317789806	0.045056596	0.175500331	0.125890716	0.135834278	0.240092922	0.06571033	0.919881689	0.231594604	0.042136821	0.205346531
HPSC	E09_D1_perv	0.029384762	0.047350216	2.193409551	0.153289231	0.027085625	0.173984124	0.050255538	4.095787426	0.019523367	0.877868331	0.820427873	0.523705213	0.447082996	3.316307386	0.07442542	1.759626962	0.240798316	0.306941036	0.28274764	0.043116259	0.153474462	0.813501134	2.80709477	0.077345609	0.389137167	0.036548005	0.020391104	0.109176294	0.272757635	1.760527477	3.56227964	0.323200789	0.113380867
Monocytes	E09_D1_perv	0.108068951	0.083065316	3.269420385	1.497828712	0.787334522	0.197778929	0.078285597	0.183905553	0.087232602	1.144795639	0.692356615	1.143395624	2.042918879	6.020689626	0.158839299	3.073900598	0.451793569	0.513437412	5.084842509	1.933789403	2.433918121	0.333998177	3.801281449	0.388573562	0.459951676	0.04611878	1.042039713	0.211941514	0.74590924	1.892817354	4.79703576	0.365992493	0.213146896
NK cells	E09_D1_perv	2.670263945	0.060109773	2.755554617	0.978084284	0.063068935	0.097167401	0.07182619	0.146322445	0.088436626	0.683820786	0.016534518	0.931433228	0.770070685	5.894475871	0.260077541	1.883965697	0.173905008	0.235591325	3.570652408	0.122910869	0.036465217	0.184984541	2.73337624	0.631402125	0.304825233	0.197906698	2.655115805	0.26539567	0.705664249	4.387750585	0.637160708	0.201926862	0.11323783
None	E09_D1_perv	0.078964676	0.186457672	2.182682793	0.541825207	0.150749962	0.089074311	0.071211075	0.065866355	0.701868341	1.200295116	3.457202525	0.549200183	0.988370372	4.40481911	0.216130159	2.633196087	0.205926878	0.415575638	2.032297807	0.080831935	0.927556916	0.120128765	3.094787108	0.059940632	0.292474862	0.057403433	0.555371036	0.244557068	0.977546666	2.850125775	0.592080108	0.387994349	0.147383513
T.CD4 cells	E09_D1_perv	1.094901309	0.04626288	2.370603218	0.279986426	2.977663711	0.26904896	0.07179175	0.112428194	0.584466911	0.483755856	0.037549297	0.823919212	1.704069971	5.661622791	2.809988691	1.357598388	0.118658373	0.16198136	0.143503139	0.079969649	0.039276133	0.366271834	2.163876204	0.187811351	0.575687387	0.312095187	0.729895454	5.743264433	0.37456383	0.870886174	0.40027695	0.095925567	1.095344342
T.CD8 cells	E09_D1_perv	1.140109388	0.042919428	2.429093691	0.29138855	0.332506646	0.099182489	0.082225886	0.135250844	0.369309179	0.502791024	0.029627846	0.910200713	1.480471295	5.809922611	2.266648561	1.65455611	0.138423652	0.150640106	0.229280668	0.083570491	0.044010272	0.517350662	2.75650549	0.199888002	0.619585138	3.591789011	1.346487463	5.742457118	0.444853648	1.251298443	0.840675257	0.148285723	0.926018846
T.DN cells	E09_D1_perv	1.206485085	0.035612745	2.352157572	0.319136781	0.037509043	0.081632875	0.070581035	0.119617743	0.243382582	0.410191129	0.026603801	0.767523045	1.217423522	5.523639007	1.756691342	1.309694291	0.096594888	0.129355281	0.405588636	0.074636148	0.021576063	0.295402693	2.092357152	0.171710087	0.511961214	0.486251465	0.849239597	5.435131792	0.380225486	0.950444737	0.504040508	0.138392664	1.003893494
Unknown	E09_D1_perv	0.045703129	0.056015867	1.101234343	0.116338945	0.023211088	0.033991475	0.008997001	0.05163751	0.052149551	0.254993084	0.020545465	0.074901377	0.054753355	1.275587082	0.046480334	0.827754902	0.083961491	0.149811487	0.313089016	0.033772135	0.05571243	0.023183816	0.746831864	0.017066433	0.121943081	0.025810509	0.268143191	0.172849216	0.043059285	0.258001448	0.122314661	0.057740297	0.163960881
B cells	E09_D2_UN	0.264119729	2.362614894	2.134050711	0.135898735	0.126482103	2.678478534	3.451124218	0.3571696	0.345372801	0.14993164	0.168747841	0.483387183	0.062461939	5.267650932	0.641600389	0.161549388	1.266100486	0.621925914	1.352712173	0.073179415	0.059040603	0.083308836	0.857986324	0.092329863	0.578976791	0.028424554	4.102836587	0.373880422	0.067870359	2.848273287	4.925508707	1.406188446	0.513602495
Granulocytes	E09_D2_UN	0.051066021	0.075667615	0.511285807	0.038824464	0.014312431	0.04298783	0.064144603	0.084085378	0.060242827	0.127298314	0.014530074	0.326735945	0.029567934	4.979180627	0.095966117	0.232296589	3.406610649	1.529645406	3.333115226	0.161693118	1.01644695	0.032275181	0.470122786	0.032139212	0.213394231	0.065019481	0.122956268	0.154011527	0.023581372	0.635051925	0.157634952	0.026105694	0.367430457
HPSC	E09_D2_UN	0.029462388	0.010497092	2.386921689	0.168470952	0.160720482	0.227633817	0.051207754	4.305975475	0.143154265	0.275238115	1.444197382	0.963007846	0.868112672	3.470661468	0.050656366	1.053618777	0.153925494	0.183025433	1.861074677	0.300845843	0.860867244	1.666728876	2.76894439	0.141670009	1.728996574	0.019072762	1.182631988	0.042307055	0.090656378	3.416754218	2.813921165	0.206552512	0.209834132
Monocytes	E09_D2_UN	0.115514281	0.662575089	1.950268808	0.092455682	0.338715369	0.074330858	0.062232567	0.123948667	0.198826184	0.15894782	0.52921436	0.55709537	0.123227346	5.783808252	0.099826471	0.167822287	0.192874859	0.531364825	4.997964415	0.570093222	1.263188127	0.081001064	0.687501368	0.992020744	0.915450156	0.060534141	1.661617568	0.233089441	0.055739014	0.621601468	4.596247186	0.127839596	0.65279173
NK cells	E09_D2_UN	2.147137525	0.640218672	1.519655876	0.080095298	0.014106748	0.062616462	0.049861716	0.314913001	0.220983123	0.093364713	0.015955717	0.387054125	0.038543187	5.251823199	0.13395778	0.092803125	0.158654871	0.513604319	3.460384388	0.145567407	0.053442913	0.074312234	0.417566592	0.72701989	0.573951389	0.112089026	2.822326503	0.255712624	0.040332413	3.334389972	0.530677467	0.042017665	0.420578651
None	E09_D2_UN	0	0.823795469	0.597103104	0.083411559	0	0.033053504	0.014271328	0	0.503931376	0.021354702	0.570598516	0.123974586	0.138532863	1.793802868	0.964805483	0.00872916	0.046670157	0.465203083	0.591442857	0.015804922	0.193045695	0.020645961	0.10133293	0.03208783	0.176688217	0.083831812	1.077443638	0.01646504	0.008963126	1.406209857	0.263635102	0.011206835	1.033577527
T.CD4 cells	E09_D2_UN	0.811455365	0.242192175	1.731323435	0.120583775	2.206274208	0.161224374	0.051165516	0.092495502	0.543001232	0.14136055	0.039337447	0.39391988	0.238380173	5.224809688	2.180052924	0.154862559	0.57323715	0.317205118	0.652821887	0.097287105	0.164010018	0.142002973	0.640041466	0.163619581	0.839086952	0.22989413	0.502929818	5.103508188	0.112650208	0.830647924	0.691979002	0.022198648	1.464356354
T.CD8 cells	E09_D2_UN	0.873032716	0.427773589	1.686562359	0.071944579	0.087771902	0.049189233	0.041625754	0.209291024	0.286962316	0.123085567	0.026357118	0.444180212	0.053455655	5.393365966	1.592365557	0.102830831	0.296039835	0.216363569	0.466639016	0.09209587	0.095205521	0.123148666	0.476998978	0.133831292	0.727944808	2.835850598	1.34501874	5.146978879	0.065629623	1.330293886	1.09435853	0.020979143	0.992748525
T.DN cells	E09_D2_UN	1.282261667	0.267203539	1.687041445	0.083287477	0.014550436	0.046921019	0.031313609	0.135666664	0.209665746	0.092890485	0.000690905	0.295033136	0.223547751	5.079185274	1.577193513	0.0658375	0.101763007	0.111189709	0.318297195	0.061690403	0.064427779	0.145153385	0.369972473	0.243637393	0.767895359	0.507036628	0.469262727	5.137125716	0.060260708	0.536214211	0.168911953	0.011939346	1.820547554
Unknown	E09_D2_UN	0.103316993	0.069541921	0.176218083	0.223532167	0.060912275	0.013195744	0.006427381	0.10537585	0.150740606	0.044666387	0.012486387	0.042634634	0.034159813	1.815818785	0.08609335	0.056645694	0.062967281	0.087348606	0.248440251	0.032977775	0.075087132	0.03407584	0.242987904	0.016950256	0.06183975	0.032296748	1.008848159	0.384307594	0.022014423	0.222670792	0.189500289	0.040847319	0.323953177
B cells	E09_D2_perv	0.105994176	2.128210177	1.89551194	0.120932385	0.029748576	2.772858397	3.23505249	0.349077829	0.192946842	0.113902578	0.251856401	0.437988622	0.015492568	4.913895859	0.385777232	0.164396081	0.967935191	0.566334302	0.631335767	0.081939984	0.106806673	0.063437102	0.558229383	0.062614241	0.608277693	0.062932169	4.005517735	0.216054268	0.058581578	2.384143667	4.629912505	1.619372871	0.658797011
Granulocytes	E09_D2_perv	0.055685581	0.080389248	0.632622252	0.044144638	0.017419141	0.047737105	0.070360751	0.094609157	0.073686441	0.146355359	0.014822913	0.404053229	0.038195587	5.047456765	0.118945914	0.26428144	3.420472909	1.534508055	3.423612456	0.180452493	1.200429642	0.042440477	0.6011622	0.034880211	0.275244083	0.069164485	0.133207285	0.166412944	0.027914273	0.682731965	0.171376981	0.029379547	0.397232588
HPSC	E09_D2_perv	0.089051457	0.089303341	2.117318131	0.306184346	0.044345141	0.304930114	0.009813921	4.88113268	0.020464929	0.186857868	1.783715086	0.106975526	0.089656097	1.073752655	0.0014638	0.023422111	0.029075022	0.15676017	0.000931262	0.067493581	0.147397122	0.59495544	0.776121664	0.040568613	0.684994887	0.07803423	0.01412159	0.220322102	0.007968749	0.288808495	3.477135491	0.013438755	0.224285608
Monocytes	E09_D2_perv	0.097008773	0.439786152	2.238503445	0.126906284	0.398599381	0.112362383	0.095044595	0.151080066	0.17316496	0.202761965	0.622859963	0.648999263	0.170064226	5.732630379	0.12458885	0.182685003	0.147700619	0.471694842	4.948011652	0.624327826	1.378852848	0.137228417	0.842955975	1.079332927	1.227153379	0.071261476	1.83456597	0.213975602	0.053740024	0.698585801	4.389022977	0.156757437	0.592175776
NK cells	E09_D2_perv	2.426559894	0.46058463	1.802286558	0.081587458	0.020746436	0.053429791	0.071563286	0.379192309	0.160267051	0.122389813	0.015965238	0.474842811	0.042072095	5.263802428	0.173480804	0.09033796	0.144992625	0.559097317	3.463687319	0.138254163	0.054763556	0.119157809	0.533062061	0.910124782	0.697072609	0.135693141	2.848944933	0.337080542	0.041469219	3.508337137	0.518806028	0.046855475	0.412183991
None	E09_D2_perv	0.037335816	0.11336722	0.255138941	0.024199397	0	0.027652411	0.049782728	0.029088862	0.019130569	0	0.452857786	0.032873324	0.103419556	0.717775832	0.349527727	0.023438758	0.031478617	0.186493194	0.244868382	0.026584478	0.121676106	0	0.142087647	0	0.134623703	0.017251181	0.324359	0.130635898	0	0.680239248	0	0.023750193	0.035542283
T.CD4 cells	E09_D2_perv	0.967865007	0.146032838	1.898750918	0.107786408	2.272961521	0.175049052	0.055540688	0.096373045	0.635797327	0.138622927	0.022518371	0.434491614	0.206007758	5.18242787	2.156124868	0.163037081	0.239494456	0.18070983	0.26161403	0.102875259	0.074230631	0.17942844	0.671633701	0.146754973	1.022983086	0.250692871	0.45430158	5.137910012	0.143034308	0.718295544	0.728842783	0.024277233	1.600519248
T.CD8 cells	E09_D2_perv	1.216164791	0.276678831	1.728202593	0.085055206	0.089875188	0.064455247	0.054659198	0.289944464	0.217228209	0.120053521	0.013089613	0.506438151	0.055839657	5.37317579	1.702680641	0.107930247	0.164968521	0.181662349	0.500188248	0.07621525	0.054890275	0.146222974	0.517715363	0.184667154	0.826245026	3.023562316	1.671524552	5.194777262	0.093475612	1.60765754	1.382393394	0.037513385	0.818678678
T.DN cells	E09_D2_perv	1.522757898	0.201356139	1.98532048	0.074889813	0.06292989	0.11436669	0.101399399	0.222135402	0.331951455	0.113865831	0.016582579	0.419554737	0.043252153	5.337930343	2.070509114	0.100748054	0.076666687	0.100687604	0.725197092	0.095737429	0.044229464	0.161087622	0.314427449	0.258130599	0.96641697	0.55304417	0.980550192	5.326477411	0.14898232	1.102702929	0.524466428	0.007055704	1.574753095
Unknown	E09_D2_perv	0.144406118	0.159578317	0.272412211	0.304448932	0.092462091	0.024188117	0.010966223	0.147604674	0.212517954	0.094013097	0.018557748	0.056732727	0.043555696	1.661697912	0.107832212	0.082830901	0.048972937	0.072022684	0.241583048	0.047581546	0.092175027	0.053355466	0.334339148	0.026805906	0.078667155	0.043061465	1.283989419	0.449474745	0.029098849	0.276208946	0.229657676	0.049151301	0.62554238
B cells	E10_1_UN	0.599868954	4.158236347	2.153757115	0.72997685	0.141900152	2.592275306	4.626105058	0.938045603	0.548323129	0.434158627	0.04901593	1.934257239	0.394400522	6.070261041	1.527319059	0.756146987	0.559475933	0.243605425	0.512019854	0.149900297	0.127104339	0.826475189	4.398797965	0.080058703	1.817943037	0.135785597	5.13431519	0.509045937	0.159542232	1.386997427	5.148530828	3.252276789	0.209333971
Granulocytes	E10_1_UN	0.189735826	0.107395027	0.715892887	0.173966041	0.063980095	0.11977215	0.146097298	0.232872394	0.09998887	0.189835438	0.034265219	0.557478394	0.068602953	5.054232039	0.190286757	0.676273883	3.847141713	2.178863947	3.016758119	0.299551638	1.508361575	0.101728298	0.567202113	0.104208926	0.202633944	0.17642947	0.308367241	0.399476833	0.079562544	1.478734996	0.444929377	0.09760174	0.349197401
HPSC	E10_1_UN	0.409743434	0.071572526	2.052883487	0.476145764	0.099893328	0.261055817	0.07077786	3.863936355	0.29685389	0.48376419	0.962338318	0.966335433	0.198632622	4.089700396	0.053486752	0.816215128	0.066125095	0.227439888	0.584914506	0.158872883	0.911625715	2.118074463	3.975273074	0.131107411	1.228750296	0.094525066	0.593079826	0.36321206	0.207637683	4.186576749	3.992600547	0.691429358	0.152376687
Monocytes	E10_1_UN	0.523211305	0.05044146	2.492917094	0.872229905	1.132087966	0.231091294	0.103756118	0.305313142	0.121527031	0.811155589	0.34943901	1.695104042	1.529353115	6.042614421	0.217866632	1.852120788	0.162928212	0.309882036	5.091586373	3.626703735	3.923058461	2.291723883	4.720209115	0.242100753	1.985551813	0.130242384	0.827632201	0.666662067	0.213211832	3.812571861	5.137720128	0.737328717	0.286987885
NK cells	E10_1_UN	3.898173613	0.056165299	2.319198273	0.906054225	0.168690995	0.137898844	0.106041659	0.261369989	0.134174257	0.479258738	0.024309976	1.560512518	0.383759203	5.886586678	0.200310239	0.993000145	0.166382244	0.096423297	2.043970207	0.139851741	0.083910532	1.304180165	2.867648853	0.856595492	0.857896665	0.524283214	3.886209627	0.528729699	0.118260925	3.439432023	0.323173484	0.273924409	0.109092463
None	E10_1_UN	0.741013788	0.911191586	2.310330501	0.71108141	1.274921308	1.686877213	0.206659886	0.352468732	0.228822119	0.53955464	3.067324376	1.434655543	1.289592763	5.169929431	1.592473498	0.908973832	0.105349091	0.192505428	0.595974741	0.167325309	0.428215993	1.046956636	3.747193517	0.129998163	1.940402149	0.174049004	3.626676798	0.572880075	0.269438994	4.282991315	3.387465415	1.16840068	0.259167848
T.CD4 cells	E10_1_UN	2.481609643	0.051334196	2.012689389	0.730555329	3.58428342	0.448014421	0.100139915	0.201883769	0.748192151	0.495297458	0.030804308	1.415160758	0.768747855	5.946966762	3.980709685	0.574092514	0.072219114	0.096156297	0.207075469	0.094567662	0.066280384	1.945821783	3.45929968	0.269788238	1.943921631	0.415022662	1.614477675	6.042724264	0.24225372	1.470310374	0.290433089	0.314546918	0.854610616
T.CD8 cells	E10_1_UN	2.544624977	0.034653461	2.044473524	0.575180709	0.186354753	0.093171421	0.147237039	0.210406271	0.299254585	0.46686081	0.025349254	1.570021517	0.794356287	6.05745923	3.501293729	0.814035022	0.085049862	0.079024728	0.230133867	0.104106913	0.06894947	1.76282531	3.416417812	0.274870197	1.801684251	4.410244791	2.668256339	5.819674827	0.216732826	0.687122787	0.293300588	0.339113138	0.795692262
T.DN cells	E10_1_UN	2.38556171	0.03907236	2.119833626	0.518443057	0.087009312	0.100893671	0.211287253	0.225437913	0.195821149	0.372360425	0.023459868	1.241999055	0.523048198	5.88441111	2.249381564	0.744960008	0.071334779	0.069809213	0.272391453	0.117656331	0.064180462	0.732093253	2.092311721	0.278445203	1.754598482	0.506566851	0.609332716	5.873003868	0.239387962	0.381678587	0.673222691	0.389004544	1.109827149
Unknown	E10_1_UN	0.053814517	0.020879278	0.937551856	0.154715745	0.059116042	0.070881145	0.018468772	0.218862081	0.020263245	0.13364274	0.03238785	0.305379682	0.02127102	1.583948205	0.057850309	0.816907969	0.039449208	0.159210429	0.284401279	0.056450936	0.112119625	0.148100365	1.524764435	0.041007884	0.288955229	0.110768517	0.195157099	0.849663808	0.043644604	0.943702715	0.450824477	0.123502024	0.093200264
B cells	E10_1_perv	0.575114537	4.055463654	2.063801681	0.994960397	0.200275299	2.516239284	4.51703506	0.869066934	0.503548834	0.542622631	0.04768557	1.821921682	0.397767007	6.036391142	1.480804682	1.116080263	0.568821075	0.269504377	0.482967491	0.168173115	0.11813565	0.990491047	3.519642818	0.075461818	2.284613684	0.14619238	5.120515411	0.515396444	0.177068873	1.308582023	5.054047224	3.179783682	0.194752675
